"","Time","Acartia spp.","Calanus finmarchicus","Centropages hamatus","Centropages typicus","Metridia lucens","Oithona spp.","Pseudocalanus spp.","Temora longicornis"
"1",1977,0,3.59715430131651,0.542345688411081,0.738944401957859,2.21411041050937,1.31658970400167,3.18678128995831,0.0943510144995092
"2",1978,0,3.34325264504611,0.730101716565254,1.18949253976076,1.88611352312349,0.505126603825412,3.13452737645262,0.0328215252627352
"3",1979,0.779104801242187,4.20906760351463,0.802354512930958,2.99699352134554,3.37870994255416,2.25127496508719,3.74948010282372,0.358807426286006
"4",1980,0.406652447249775,3.54255781575231,1.0842577382131,2.62626636461065,3.26695373474941,1.58811867783158,3.29223063271717,0.219685493693885
"5",1981,0.764209623685199,3.63568915307512,0.732236031359154,2.53606067174957,2.96599962110361,0.584250214806742,3.51633075255937,0.505415853419147
"6",1982,0.867174414786462,3.57034764829727,0.709219519311526,3.17048282841887,3.08978576522651,1.8888010038519,3.39678375270131,0.259489193130893
"7",1983,0.522293216852989,3.77948618446059,1.17721372884619,1.5149545364548,2.21921940364651,2.12425130889166,3.28629143596581,0.871525487059287
"8",1984,0.386524177299139,3.95117519766545,0.658030671316625,0.920390324104861,1.73841291527157,0.906480708641757,2.96645453074183,0.473021869711686
"9",1985,0.340885399633017,3.69319032957134,0.909218938291141,1.25515771205153,1.51579515364633,1.20718730028164,2.90587792687722,0.239757331197487
"10",1986,0.343744420067275,3.64696880698784,0.99715014092711,1.63163732052383,1.46809965704424,0.891988313886772,2.57169242005508,0
"11",1987,0.604724367720953,4.22086292627114,1.28628449771656,1.3184096597863,2.75197865037152,1.33821227621436,3.20162228048598,1.03391914106257
"12",1988,0.678550086503878,3.57170847212868,0.896700782844171,0.696103991075583,1.39737208397937,0.907906836664454,2.8227456478038,0.477473775190258
"13",1989,NA,NA,NA,NA,NA,NA,NA,NA
"14",1990,NA,NA,NA,NA,NA,NA,NA,NA
"15",1991,NA,NA,NA,NA,NA,NA,NA,NA
"16",1992,0.39019363167842,3.47207865068969,0.682779987931402,2.94257009040379,3.49130840146798,3.10181800014883,3.46148172775537,1.13543958978653
"17",1993,0.667918423083718,4.0599135439493,1.2101694620956,2.57265019538477,3.31738376530126,2.91504972589718,3.67880752082145,1.52622871729205
"18",1994,NA,NA,NA,NA,NA,NA,NA,NA
"19",1995,0,4.20227509735012,1.41954602934473,2.96859057814791,3.22583132667982,2.96285591255012,3.74582336810325,1.81481202374969
"20",1996,0,4.47140911009626,1.17924776808157,2.72534203274367,3.35328760080279,2.89631737329191,3.85623927482033,1.97223594765264
"21",1997,0,3.86717701805766,0.952279208287329,2.73660168995833,3.24937366537269,2.81153007381017,3.66597749864043,1.55131561503499
"22",1998,0,4.21068375300741,1.36042813230349,3.06092194478626,3.29150050496108,3.25338256257566,3.7597938264863,2.04719291073484
"23",1999,0,3.84214054117089,1.11093077256818,3.15308099576345,3.84123276500556,3.27823435755759,3.97145984273953,1.77785380602654
"24",2000,0,3.86715222894615,0.845777660048489,3.62906769210156,3.18091739738129,2.97513616527877,3.89897929530182,1.51318015748135
"25",2001,0,4.13973934261159,1.17670438572129,3.552983683395,3.82832780304444,3.87350980948612,4.25779545793059,2.18818073773144
"26",2002,0,3.72990690854648,1.09518151775135,0.993368524983922,1.78557925627846,2.08580799808002,2.69944919744586,0.927893851750155
"27",2003,0,4.35724142940443,0.773863880871422,0.626573585819125,2.55224075987963,3.15524905878121,3.44513390631815,0.487327084392186
"28",2004,0,4.17232397539561,0.406262682840717,0.917679260513012,1.89683311619101,3.19762959123639,3.45114984112862,1.15877464672955
"29",2005,0,3.86710373522724,1.01025181944863,1.00048597776869,2.53802547521135,2.31975617932535,2.82775097649418,0.67439939715443
"30",2006,0.385514618888812,3.79216950272524,0.744553824792015,0.851638874195014,1.74026808419454,2.32274731265136,2.45304638955773,0.595202372210596
"31",2007,0,4.13749150206356,0.901474091972158,1.63505782520455,2.13777227624346,2.1698832655809,3.02443034189051,0.752267500408057
"32",2008,0,3.89569350764462,0.840246102281256,1.07526114499187,1.75811980065361,1.46334939553458,2.56518136795637,0.713360169208275
"33",2009,0,3.7901293189939,0.915380142817096,1.36784631148375,2.00069628261099,1.97445619354031,2.24863085183692,0.471622848066965
"34",2010,0,4.02391828294688,0.712031752133882,1.48713919853516,3.00448394057886,2.75737185292006,3.49772208548682,0.634471471358219
"35",2011,0.26279416982037,3.55369239782807,0.970161939539719,1.87951965204797,2.83237209236913,1.97966070485933,3.23542676774511,0.917664293374796
"36",2012,0,3.72655279212915,1.1822281319884,2.98950047510093,2.12746591057468,2.12326531614928,2.90284121825645,0.769111010958736
"37",2013,0,3.6949038454062,1.08048449270713,3.16405784727377,3.10366192868635,3.04498827496848,3.60647358582736,2.02196161765903
"38",2014,0,3.67077300821907,1.31612564002912,2.20770430113441,2.8015501593787,2.68191618986599,3.09121624436202,1.14166415938445
"39",2015,0,4.61826108311302,1.39471956696564,2.07470758375863,2.58392111307632,3.30471798845739,3.90171338678505,3.20380914689415
"40",2016,NA,NA,NA,NA,NA,NA,NA,NA
"41",2017,0,3.9064024073596,1.87889255270076,3.07835277092697,2.18848479677635,2.86796527497255,2.88748756159718,2.02976868775053
