"svspp","stocks","biomass","treatment","year","total","ztotal"
"36","south","no","YYN","2017","546423.842192374","546423.842192374"
"36","south","no","YYN","2018","160148.798092388","160148.798092388"
"36","south","no","NNY","1976","20649.728487596","20649.728487596"
"36","south","no","NNY","1977","0",NA
"36","south","no","NNY","1978","326081.779529889","326081.779529889"
"36","south","no","NNY","1979","41331.5350279648","41331.5350279648"
"36","south","no","NNY","1980",NA,NA
"36","south","no","NNY","1981","1234376.10864514","1234376.10864514"
"36","south","no","NNY","1982","631302.169133606","631302.169133606"
"36","south","no","NNY","1983",NA,NA
"36","south","no","NNY","1984","104262.153684695","104262.153684695"
"36","south","no","NNY","1985",NA,NA
"36","south","no","NNY","1986","111246400.818804","111246400.818804"
"36","south","no","NNY","1987",NA,NA
"36","south","no","NNY","1988","5637649.68278008","5637649.68278008"
"36","south","no","NNY","1989","380921.807647232","380921.807647232"
"36","south","no","NNY","1990",NA,NA
"36","south","no","NNY","1991","346751.288890059","346751.288890059"
"36","south","no","NNY","1992",NA,NA
"36","south","no","NNY","1993",NA,NA
"36","south","no","NNY","1994","18136.6828932895","18136.6828932895"
"36","south","no","NNY","1995","267549.741280974","267549.741280974"
"36","south","no","NNY","1996","0",NA
"36","south","no","NNY","1997","208532.848522877","208532.848522877"
"36","south","no","NNY","1998",NA,NA
"36","south","no","NNY","1999","1624527.73801464","1624527.73801464"
"36","south","no","NNY","2000",NA,NA
"36","south","no","NNY","2001",NA,NA
"36","south","no","NNY","2002",NA,NA
"36","south","no","NNY","2003",NA,NA
"36","south","no","NNY","2004",NA,NA
"36","south","no","NNY","2005",NA,NA
"36","south","no","NNY","2006",NA,NA
"36","south","no","NNY","2007","1344567.64867358","1344567.64867358"
"36","south","no","NNY","2008",NA,NA
"36","south","no","NNY","2009",NA,NA
"36","south","no","NNY","2010",NA,NA
"36","south","no","NNY","2011","0",NA
"36","south","no","NNY","2012",NA,NA
"36","south","no","NNY","2013",NA,NA
"36","south","no","NNY","2014",NA,NA
"36","south","no","NNY","2015","2335197.20064582","2335197.20064582"
"36","south","no","NNY","2016",NA,NA
"36","south","no","NNY","2017",NA,NA
"36","south","no","NNY","2018",NA,NA
"36","south","no","YNY","1976","21738.9590826403","21738.9590826403"
"36","south","no","YNY","1977","0",NA
"36","south","no","YNY","1978","307808.470824666","307808.470824666"
"36","south","no","YNY","1979","37759.5497534433","37759.5497534433"
"36","south","no","YNY","1980","98721.4050540233","98721.4050540233"
"36","south","no","YNY","1981","1357402.96916479","1357402.96916479"
"36","south","no","YNY","1982","662016.53443932","662016.53443932"
"36","south","no","YNY","1983","39651.0582448267","39651.0582448267"
"36","south","no","YNY","1984","120238.644294516","120238.644294516"
"36","south","no","YNY","1985","0",NA
"36","south","no","YNY","1986","101754526.703055","101754526.703055"
"36","south","no","YNY","1987","739593.045391257","739593.045391257"
"36","south","no","YNY","1988","7148942.79877176","7148942.79877176"
"36","south","no","YNY","1989","363123.643767252","363123.643767252"
"36","south","no","YNY","1990","740764.372730312","740764.372730312"
"36","south","no","YNY","1991","395431.352979232","395431.352979232"
"36","south","no","YNY","1992","374215.305995658","374215.305995658"
"36","south","no","YNY","1993","406022.241234815","406022.241234815"
"36","south","no","YNY","1994","15653.9234100332","15653.9234100332"
"36","south","no","YNY","1995","257732.776095707","257732.776095707"
"36","south","no","YNY","1996","0",NA
"36","south","no","YNY","1997","191982.138312886","191982.138312886"
"36","south","no","YNY","1998","20107.8770823298","20107.8770823298"
"36","south","no","YNY","1999","1483446.14990584","1483446.14990584"
"36","south","no","YNY","2000","131174.833541645","131174.833541645"
"36","south","no","YNY","2001","127630.022415141","127630.022415141"
"36","south","no","YNY","2002","751627.218273124","751627.218273124"
"36","south","no","YNY","2003","0",NA
"36","south","no","YNY","2004","0",NA
"36","south","no","YNY","2005","24482.8215507985","24482.8215507985"
"36","south","no","YNY","2006","0",NA
"36","south","no","YNY","2007","1533290.39551524","1533290.39551524"
"36","south","no","YNY","2008","136216.038923211","136216.038923211"
"36","south","no","YNY","2009","0",NA
"36","south","no","YNY","2010","29838485.2035648","29838485.2035648"
"36","south","no","YNY","2011","0",NA
"36","south","no","YNY","2012","829514.239838135","829514.239838135"
"36","south","no","YNY","2013","958171.481842065","958171.481842065"
"36","south","no","YNY","2014",NA,NA
"36","south","no","YNY","2015","2129891.84770404","2129891.84770404"
"36","south","no","YNY","2016","0",NA
"36","south","no","YNY","2017","60862.602576804","60862.602576804"
"36","south","no","YNY","2018","154177.885439263","154177.885439263"
"36","south","no","NNN","1976","20649.728487596","20649.728487596"
"36","south","no","NNN","1977","0",NA
"36","south","no","NNN","1978","340534.493407483","340534.493407483"
"36","south","no","NNN","1979","41331.5350279648","41331.5350279648"
"36","south","no","NNN","1980",NA,NA
"36","south","no","NNN","1981","1234376.10864514","1234376.10864514"
"36","south","no","NNN","1982","631302.169133606","631302.169133606"
"36","south","no","NNN","1983",NA,NA
"36","south","no","NNN","1984","897812.990062652","897812.990062652"
"36","south","no","NNN","1985",NA,NA
"36","south","no","NNN","1986","113850846.471253","113850846.471253"
"36","south","no","NNN","1987",NA,NA
"36","south","no","NNN","1988","5637649.68278008","5637649.68278008"
"36","south","no","NNN","1989","1728304.94284413","1728304.94284413"
"36","south","no","NNN","1990",NA,NA
"36","south","no","NNN","1991","365100.841121622","365100.841121622"
"36","south","no","NNN","1992",NA,NA
"36","south","no","NNN","1993",NA,NA
"36","south","no","NNN","1994","196480.731343969","196480.731343969"
"36","south","no","NNN","1995","295002.363052192","295002.363052192"
"36","south","no","NNN","1996","0",NA
"36","south","no","NNN","1997","596798.216984159","596798.216984159"
"36","south","no","NNN","1998",NA,NA
"36","south","no","NNN","1999","1624527.73801464","1624527.73801464"
"36","south","no","NNN","2000",NA,NA
"36","south","no","NNN","2001",NA,NA
"36","south","no","NNN","2002",NA,NA
"36","south","no","NNN","2003",NA,NA
"36","south","no","NNN","2004",NA,NA
"36","south","no","NNN","2005",NA,NA
"36","south","no","NNN","2006",NA,NA
"36","south","no","NNN","2007","1344567.64867358","1344567.64867358"
"36","south","no","NNN","2008",NA,NA
"36","south","no","NNN","2009",NA,NA
"36","south","no","NNN","2010",NA,NA
"36","south","no","NNN","2011","0",NA
"36","south","no","NNN","2012",NA,NA
"36","south","no","NNN","2013",NA,NA
"36","south","no","NNN","2014",NA,NA
"36","south","no","NNN","2015","2335197.20064582","2335197.20064582"
"36","south","no","NNN","2016",NA,NA
"36","south","no","NNN","2017",NA,NA
"36","south","no","NNN","2018",NA,NA
"36","south","no","YNN","1976","21738.9590826403","21738.9590826403"
"36","south","no","YNN","1977","0",NA
"36","south","no","YNN","1978","317532.419462876","317532.419462876"
"36","south","no","YNN","1979","37759.5497534433","37759.5497534433"
"36","south","no","YNN","1980","98721.4050540233","98721.4050540233"
"36","south","no","YNN","1981","1357402.96916479","1357402.96916479"
"36","south","no","YNN","1982","662016.53443932","662016.53443932"
"36","south","no","YNN","1983","39651.0582448267","39651.0582448267"
"36","south","no","YNN","1984","1035388.32586945","1035388.32586945"
"36","south","no","YNN","1985","34057.2949437401","34057.2949437401"
"36","south","no","YNN","1986","104639553.998115","104639553.998115"
"36","south","no","YNN","1987","1779078.88330975","1779078.88330975"
"36","south","no","YNN","1988","7148942.79877176","7148942.79877176"
"36","south","no","YNN","1989","2119539.96011624","2119539.96011624"
"36","south","no","YNN","1990","768421.832578367","768421.832578367"
"36","south","no","YNN","1991","407012.429959552","407012.429959552"
"36","south","no","YNN","1992","2538629.56050567","2538629.56050567"
"36","south","no","YNN","1993","578925.794673325","578925.794673325"
"36","south","no","YNN","1994","169584.170275359","169584.170275359"
"36","south","no","YNN","1995","278966.988951639","278966.988951639"
"36","south","no","YNN","1996","0",NA
"36","south","no","YNN","1997","543148.974413311","543148.974413311"
"36","south","no","YNN","1998","20107.8770823298","20107.8770823298"
"36","south","no","YNN","1999","1483446.14990584","1483446.14990584"
"36","south","no","YNN","2000","131174.833541645","131174.833541645"
"36","south","no","YNN","2001","146837.148856432","146837.148856432"
"36","south","no","YNN","2002","751627.218273124","751627.218273124"
"36","south","no","YNN","2003","16328.0779515437","16328.0779515437"
"36","south","no","YNN","2004","15717.342245394","15717.342245394"
"36","south","no","YNN","2005","24482.8215507985","24482.8215507985"
"36","south","no","YNN","2006","0",NA
"36","south","no","YNN","2007","1533290.39551524","1533290.39551524"
"36","south","no","YNN","2008","154658.155183659","154658.155183659"
"36","south","no","YNN","2009","0",NA
"36","south","no","YNN","2010","29838485.2035648","29838485.2035648"
"36","south","no","YNN","2011","0",NA
"36","south","no","YNN","2012","829514.239838135","829514.239838135"
"36","south","no","YNN","2013","2940475.89943694","2940475.89943694"
"36","south","no","YNN","2014",NA,NA
"36","south","no","YNN","2015","2129891.84770404","2129891.84770404"
"36","south","no","YNN","2016","0",NA
"36","south","no","YNN","2017","97555.087775669","97555.087775669"
"36","south","no","YNN","2018","154177.885439263","154177.885439263"
