"svspp","stocks","biomass","treatment","year","total","ztotal"
"36","unit","no","YNY","1979","534275.65732309","534275.65732309"
"36","unit","no","YNY","1980","40035.6699692837","40035.6699692837"
"36","unit","no","YNY","1981","149800.438680818","149800.438680818"
"36","unit","no","YNY","1982","229063.308991039","229063.308991039"
"36","unit","no","YNY","1983","0",NA
"36","unit","no","YNY","1984","0",NA
"36","unit","no","YNY","1985","0",NA
"36","unit","no","YNY","1986","124477.604675641","124477.604675641"
"36","unit","no","YNY","1987","0",NA
"36","unit","no","YNY","1988","0",NA
"36","unit","no","YNY","1989","0",NA
"36","unit","no","YNY","1990","0",NA
"36","unit","no","YNY","1991","0",NA
"36","unit","no","YNY","1992","185957.694713619","185957.694713619"
"36","unit","no","YNY","1993","0",NA
"36","unit","no","YNY","1994","653611.476154556","653611.476154556"
"36","unit","no","YNY","1995","0",NA
"36","unit","no","YNY","1996","39919.6821863767","39919.6821863767"
"36","unit","no","YNY","1997","0",NA
"36","unit","no","YNY","1998","0",NA
"36","unit","no","YNY","1999","0",NA
"36","unit","no","YNY","2000","0",NA
"36","unit","no","YNY","2001","0",NA
"36","unit","no","YNY","2002","0",NA
"36","unit","no","YNY","2003","0",NA
"36","unit","no","YNY","2004","0",NA
"36","unit","no","YNY","2005","0",NA
"36","unit","no","YNY","2006","0",NA
"36","unit","no","YNY","2007","0",NA
"36","unit","no","YNY","2008","0",NA
"36","unit","no","YNY","2009","0",NA
"36","unit","no","YNY","2010","0",NA
"36","unit","no","YNY","2011","135806.099120216","135806.099120216"
"36","unit","no","YNY","2012","0",NA
"36","unit","no","YNY","2013","0",NA
"36","unit","no","YNY","2014","0",NA
"36","unit","no","YNY","2015","0",NA
"36","unit","no","YNY","2016","120362.039743621","120362.039743621"
"36","unit","no","YNY","2017","346038.696605418","346038.696605418"
"36","unit","no","YNY","2018","0",NA
"36","unit","no","NNN","1976","1320537.28831246","1320537.28831246"
"36","unit","no","NNN","1977","635628.226135663","635628.226135663"
"36","unit","no","NNN","1978","836126.979839731","836126.979839731"
"36","unit","no","NNN","1979","1174352.10884353","1174352.10884353"
"36","unit","no","NNN","1980","346043.089974382","346043.089974382"
"36","unit","no","NNN","1981","911198.262994684","911198.262994684"
"36","unit","no","NNN","1982","738111.955634077","738111.955634077"
"36","unit","no","NNN","1983","458507.365546988","458507.365546988"
"36","unit","no","NNN","1984","443741.94578689","443741.94578689"
"36","unit","no","NNN","1985","156914.468443986","156914.468443986"
"36","unit","no","NNN","1986","466904.948947337","466904.948947337"
"36","unit","no","NNN","1987","0",NA
"36","unit","no","NNN","1988","38269.914171014","38269.914171014"
"36","unit","no","NNN","1989","1217378.96282565","1217378.96282565"
"36","unit","no","NNN","1990","335692.714330725","335692.714330725"
"36","unit","no","NNN","1991","206518.095904785","206518.095904785"
"36","unit","no","NNN","1992","260174.641994531","260174.641994531"
"36","unit","no","NNN","1993","34415.2220275786","34415.2220275786"
"36","unit","no","NNN","1994","870312.964276239","870312.964276239"
"36","unit","no","NNN","1995","1006138.60384597","1006138.60384597"
"36","unit","no","NNN","1996","345564.223542351","345564.223542351"
"36","unit","no","NNN","1997","62803.241744667","62803.241744667"
"36","unit","no","NNN","1998","149630.963788989","149630.963788989"
"36","unit","no","NNN","1999","297070.837919122","297070.837919122"
"36","unit","no","NNN","2000","0",NA
"36","unit","no","NNN","2001","1023707.30662938","1023707.30662938"
"36","unit","no","NNN","2002","43902507.387174","43902507.387174"
"36","unit","no","NNN","2003","2263973.52743556","2263973.52743556"
"36","unit","no","NNN","2004","430160.95855948","430160.95855948"
"36","unit","no","NNN","2005","553118.116354625","553118.116354625"
"36","unit","no","NNN","2006","1009623.52889376","1009623.52889376"
"36","unit","no","NNN","2007","271547.539540501","271547.539540501"
"36","unit","no","NNN","2008","169955.519178716","169955.519178716"
"36","unit","no","NNN","2009","4470566.5603752","4470566.5603752"
"36","unit","no","NNN","2010","13569.644537041","13569.644537041"
"36","unit","no","NNN","2011","263063.448516112","263063.448516112"
"36","unit","no","NNN","2012","665544.627780871","665544.627780871"
"36","unit","no","NNN","2013","270693.322272874","270693.322272874"
"36","unit","no","NNN","2014","125660.870621894","125660.870621894"
"36","unit","no","NNN","2015","313665.255154934","313665.255154934"
"36","unit","no","NNN","2016","1070395.4161242","1070395.4161242"
"36","unit","no","NNN","2017",NA,NA
"36","unit","no","NNN","2018","1065333.77633656","1065333.77633656"
"36","unit","no","YNN","1976","1492880.55116957","1492880.55116957"
"36","unit","no","YNN","1977","685289.081823743","685289.081823743"
"36","unit","no","YNN","1978","974856.502904673","974856.502904673"
"36","unit","no","YNN","1979","1362402.92617387","1362402.92617387"
"36","unit","no","YNN","1980","400356.699692837","400356.699692837"
"36","unit","no","YNN","1981","1045889.97211493","1045889.97211493"
"36","unit","no","YNN","1982","807755.590893541","807755.590893541"
"36","unit","no","YNN","1983","531046.120248748","531046.120248748"
"36","unit","no","YNN","1984","514996.667285379","514996.667285379"
"36","unit","no","YNN","1985","160897.208126238","160897.208126238"
"36","unit","no","YNN","1986","539402.953594444","539402.953594444"
"36","unit","no","YNN","1987","0",NA
"36","unit","no","YNN","1988","44272.7482470302","44272.7482470302"
"36","unit","no","YNN","1989","1346771.3905293","1346771.3905293"
"36","unit","no","YNN","1990","379923.974272864","379923.974272864"
"36","unit","no","YNN","1991","239461.620348756","239461.620348756"
"36","unit","no","YNN","1992","273597.677319355","273597.677319355"
"36","unit","no","YNN","1993","39805.8879457827","39805.8879457827"
"36","unit","no","YNN","1994","991530.14103285","991530.14103285"
"36","unit","no","YNN","1995","943068.75053907","943068.75053907"
"36","unit","no","YNN","1996","399196.821863768","399196.821863768"
"36","unit","no","YNN","1997","72742.1506095024","72742.1506095024"
"36","unit","no","YNN","1998","164030.714474287","164030.714474287"
"36","unit","no","YNN","1999","307423.907305881","307423.907305881"
"36","unit","no","YNN","2000","0",NA
"36","unit","no","YNN","2001","1054416.24705981","1054416.24705981"
"36","unit","no","YNN","2002","53855772.6259194","53855772.6259194"
"36","unit","no","YNN","2003","2437906.75480931","2437906.75480931"
"36","unit","no","YNN","2004","474797.413701073","474797.413701073"
"36","unit","no","YNN","2005","636222.254487021","636222.254487021"
"36","unit","no","YNN","2006","1106504.20621123","1106504.20621123"
"36","unit","no","YNN","2007","258800.55309409","258800.55309409"
"36","unit","no","YNN","2008","184358.088505007","184358.088505007"
"36","unit","no","YNN","2009","5931142.62049809","5931142.62049809"
"36","unit","no","YNN","2010","12131.6789536989","12131.6789536989"
"36","unit","no","YNN","2011","294651.295286687","294651.295286687"
"36","unit","no","YNN","2012","641205.696409196","641205.696409196"
"36","unit","no","YNN","2013","268005.651637883","268005.651637883"
"36","unit","no","YNN","2014","126294.938691513","126294.938691513"
"36","unit","no","YNN","2015","352404.003044366","352404.003044366"
"36","unit","no","YNN","2016","1109808.94014515","1109808.94014515"
"36","unit","no","YNN","2017","346038.696605418","346038.696605418"
"36","unit","no","YNN","2018","1161543.24913993","1161543.24913993"
"36","north","yes","NYY","1976","55758.3881184318","55758.3881184318"
"36","north","yes","NYY","1977","24348.7572359966","24348.7572359966"
"36","north","yes","NYY","1978","35414.1588679377","35414.1588679377"
"36","north","yes","NYY","1979","28642.6099819312","28642.6099819312"
"36","north","yes","NYY","1980","0",NA
"36","north","yes","NYY","1981","35473.0649770482","35473.0649770482"
"36","north","yes","NYY","1982","23187.1826093147","23187.1826093147"
"36","north","yes","NYY","1983","0",NA
"36","north","yes","NYY","1984","0",NA
"36","north","yes","NYY","1985","0",NA
"36","north","yes","NYY","1986","5314.7428609974","5314.7428609974"
"36","north","yes","NYY","1987","0",NA
"36","north","yes","NYY","1988","0",NA
"36","north","yes","NYY","1989","12225.5724099965","12225.5724099965"
"36","north","yes","NYY","1990","0",NA
"36","north","yes","NYY","1991","0",NA
"36","north","yes","NYY","1992","0",NA
"36","north","yes","NYY","1993","0",NA
"36","north","yes","NYY","1994","24612.764113425","24612.764113425"
"36","north","yes","NYY","1995","23946.1314840314","23946.1314840314"
"36","north","yes","NYY","1996","17697.7328322528","17697.7328322528"
"36","north","yes","NYY","1997","0",NA
"36","north","yes","NYY","1998","0",NA
"36","north","yes","NYY","1999","0",NA
"36","north","yes","NYY","2000","0",NA
"36","north","yes","NYY","2001","0",NA
"36","north","yes","NYY","2002","0",NA
"36","north","yes","NYY","2003","0",NA
"36","north","yes","NYY","2004","0",NA
"36","north","yes","NYY","2005","0",NA
"36","north","yes","NYY","2006","0",NA
"36","north","yes","NYY","2007","0",NA
"36","north","yes","NYY","2008","0",NA
"36","north","yes","NYY","2009","0",NA
"36","north","yes","NYY","2010","0",NA
"36","north","yes","NYY","2011","33198.0220443152","33198.0220443152"
"36","north","yes","NYY","2012","0",NA
"36","north","yes","NYY","2013","0",NA
"36","north","yes","NYY","2014","0",NA
"36","north","yes","NYY","2015","0",NA
"36","north","yes","NYY","2016","105309.677182485","105309.677182485"
"36","north","yes","NYY","2017",NA,NA
"36","north","yes","NYY","2018","0",NA
"36","north","yes","YYY","1976","64433.377008927","64433.377008927"
"36","north","yes","YYY","1977","28137.5089205759","28137.5089205759"
"36","north","yes","YYY","1978","40897.4665436664","40897.4665436664"
"36","north","yes","YYY","1979","33096.9446175143","33096.9446175143"
"36","north","yes","YYY","1980","0",NA
"36","north","yes","YYY","1981","40983.9569721817","40983.9569721817"
"36","north","yes","YYY","1982","26783.8834466901","26783.8834466901"
"36","north","yes","YYY","1983","0",NA
"36","north","yes","YYY","1984","0",NA
"36","north","yes","YYY","1985","0",NA
"36","north","yes","YYY","1986","6144.09747448836","6144.09747448836"
"36","north","yes","YYY","1987","0",NA
"36","north","yes","YYY","1988","0",NA
"36","north","yes","YYY","1989","14122.6086773223","14122.6086773223"
"36","north","yes","YYY","1990","0",NA
"36","north","yes","YYY","1991","0",NA
"36","north","yes","YYY","1992","0",NA
"36","north","yes","YYY","1993","0",NA
"36","north","yes","YYY","1994","28429.1470069837","28429.1470069837"
"36","north","yes","YYY","1995","27641.9237669217","27641.9237669217"
"36","north","yes","YYY","1996","20433.1104261266","20433.1104261266"
"36","north","yes","YYY","1997","0",NA
"36","north","yes","YYY","1998","0",NA
"36","north","yes","YYY","1999","0",NA
"36","north","yes","YYY","2000","0",NA
"36","north","yes","YYY","2001","0",NA
"36","north","yes","YYY","2002","0",NA
"36","north","yes","YYY","2003","0",NA
"36","north","yes","YYY","2004","0",NA
"36","north","yes","YYY","2005","0",NA
"36","north","yes","YYY","2006","0",NA
"36","north","yes","YYY","2007","0",NA
"36","north","yes","YYY","2008","0",NA
"36","north","yes","YYY","2009","0",NA
"36","north","yes","YYY","2010","0",NA
"36","north","yes","YYY","2011","38377.3643620811","38377.3643620811"
"36","north","yes","YYY","2012","0",NA
"36","north","yes","YYY","2013","0",NA
"36","north","yes","YYY","2014","0",NA
"36","north","yes","YYY","2015","0",NA
"36","north","yes","YYY","2016","121534.644078661","121534.644078661"
"36","north","yes","YYY","2017","2426.18396009208","2426.18396009208"
"36","north","yes","YYY","2018","0",NA
"36","north","yes","NYN","1976","176069.681767667","176069.681767667"
"36","north","yes","NYN","1977","63156.901108324","63156.901108324"
"36","north","yes","NYN","1978","96791.1411183079","96791.1411183079"
"36","north","yes","NYN","1979","41794.8288511853","41794.8288511853"
"36","north","yes","NYN","1980","32259.0812437102","32259.0812437102"
"36","north","yes","NYN","1981","77465.5863718083","77465.5863718083"
"36","north","yes","NYN","1982","110510.083306679","110510.083306679"
"36","north","yes","NYN","1983","38529.3798394964","38529.3798394964"
"36","north","yes","NYN","1984","29920.4423617184","29920.4423617184"
"36","north","yes","NYN","1985","24303.9015437345","24303.9015437345"
"36","north","yes","NYN","1986","61323.9560884316","61323.9560884316"
"36","north","yes","NYN","1987","0",NA
"36","north","yes","NYN","1988","3800.23473648499","3800.23473648499"
"36","north","yes","NYN","1989","169807.421975624","169807.421975624"
"36","north","yes","NYN","1990","31354.72645832","31354.72645832"
"36","north","yes","NYN","1991","42401.3601719403","42401.3601719403"
"36","north","yes","NYN","1992","42205.5937372541","42205.5937372541"
"36","north","yes","NYN","1993","13255.0119613097","13255.0119613097"
"36","north","yes","NYN","1994","47460.3856444855","47460.3856444855"
"36","north","yes","NYN","1995","184375.17337163","184375.17337163"
"36","north","yes","NYN","1996","37165.238947731","37165.238947731"
"36","north","yes","NYN","1997","4826.07428371901","4826.07428371901"
"36","north","yes","NYN","1998","11411.411353764","11411.411353764"
"36","north","yes","NYN","1999","2476.41925235004","2476.41925235004"
"36","north","yes","NYN","2000","0",NA
"36","north","yes","NYN","2001","7090.42840412795","7090.42840412795"
"36","north","yes","NYN","2002","128220.604758835","128220.604758835"
"36","north","yes","NYN","2003","21974.7788287132","21974.7788287132"
"36","north","yes","NYN","2004","13454.270228153","13454.270228153"
"36","north","yes","NYN","2005","2261.59719500011","2261.59719500011"
"36","north","yes","NYN","2006","35033.9690095236","35033.9690095236"
"36","north","yes","NYN","2007","70215.2871890189","70215.2871890189"
"36","north","yes","NYN","2008","18820.0617299096","18820.0617299096"
"36","north","yes","NYN","2009","141932.99052575","141932.99052575"
"36","north","yes","NYN","2010","267.761565633074","267.761565633074"
"36","north","yes","NYN","2011","72110.9959053061","72110.9959053061"
"36","north","yes","NYN","2012","201068.711159315","201068.711159315"
"36","north","yes","NYN","2013","88486.5728807954","88486.5728807954"
"36","north","yes","NYN","2014","21433.2077058433","21433.2077058433"
"36","north","yes","NYN","2015","13050.2811755283","13050.2811755283"
"36","north","yes","NYN","2016","269704.881583042","269704.881583042"
"36","north","yes","NYN","2017",NA,NA
"36","north","yes","NYN","2018","49723.7929440693","49723.7929440693"
"36","north","yes","YYN","1976","177203.604178053","177203.604178053"
"36","north","yes","YYN","1977","68622.2263842883","68622.2263842883"
"36","north","yes","YYN","1978","111894.715307887","111894.715307887"
"36","north","yes","YYN","1979","48294.5212275973","48294.5212275973"
"36","north","yes","YYN","1980","37285.8531821406","37285.8531821406"
"36","north","yes","YYN","1981","83611.0266801461","83611.0266801461"
"36","north","yes","YYN","1982","122770.394939462","122770.394939462"
"36","north","yes","YYN","1983","44456.0644619763","44456.0644619763"
"36","north","yes","YYN","1984","34557.9314400659","34557.9314400659"
"36","north","yes","YYN","1985","23885.7084528338","23885.7084528338"
"36","north","yes","YYN","1986","70893.4323979426","70893.4323979426"
"36","north","yes","YYN","1987","0",NA
"36","north","yes","YYN","1988","4386.33969691072","4386.33969691072"
"36","north","yes","YYN","1989","193178.026353361","193178.026353361"
"36","north","yes","YYN","1990","36016.942551076","36016.942551076"
"36","north","yes","YYN","1991","48965.9113673744","48965.9113673744"
"36","north","yes","YYN","1992","46750.2947602722","46750.2947602722"
"36","north","yes","YYN","1993","15300.3531713305","15300.3531713305"
"36","north","yes","YYN","1994","54818.3833962817","54818.3833962817"
"36","north","yes","YYN","1995","197068.37652349","197068.37652349"
"36","north","yes","YYN","1996","42909.5318948658","42909.5318948658"
"36","north","yes","YYN","1997","5572.51414537174","5572.51414537174"
"36","north","yes","YYN","1998","12603.7132104274","12603.7132104274"
"36","north","yes","YYN","1999","2615.7304407089","2615.7304407089"
"36","north","yes","YYN","2000","0",NA
"36","north","yes","YYN","2001","8110.52777838482","8110.52777838482"
"36","north","yes","YYN","2002","149127.897963278","149127.897963278"
"36","north","yes","YYN","2003","23089.188673858","23089.188673858"
"36","north","yes","YYN","2004","12669.684216788","12669.684216788"
"36","north","yes","YYN","2005","2649.44366396497","2649.44366396497"
"36","north","yes","YYN","2006","35750.0934396386","35750.0934396386"
"36","north","yes","YYN","2007","66801.6359881824","66801.6359881824"
"36","north","yes","YYN","2008","18613.4619219127","18613.4619219127"
"36","north","yes","YYN","2009","178058.072574077","178058.072574077"
"36","north","yes","YYN","2010","240.361132256671","240.361132256671"
"36","north","yes","YYN","2011","81911.383156317","81911.383156317"
"36","north","yes","YYN","2012","191238.123165914","191238.123165914"
"36","north","yes","YYN","2013","87539.4871865037","87539.4871865037"
"36","north","yes","YYN","2014","22861.2700191036","22861.2700191036"
"36","north","yes","YYN","2015","15135.2231986382","15135.2231986382"
"36","north","yes","YYN","2016","288081.742032596","288081.742032596"
"36","north","yes","YYN","2017","2426.18396009208","2426.18396009208"
"36","north","yes","YYN","2018","52616.8877360662","52616.8877360662"
"36","north","yes","NNY","1976","115056.991355494","115056.991355494"
"36","north","yes","NNY","1977","26562.2806210872","26562.2806210872"
"36","north","yes","NNY","1978","37943.741644219","37943.741644219"
"36","north","yes","NNY","1979","8865.56975631203","8865.56975631203"
"36","north","yes","NNY","1980","0",NA
"36","north","yes","NNY","1981","39907.1980991793","39907.1980991793"
"36","north","yes","NNY","1982","27051.7130442005","27051.7130442005"
"36","north","yes","NNY","1983","0",NA
"36","north","yes","NNY","1984","0",NA
"36","north","yes","NNY","1985","0",NA
"36","north","yes","NNY","1986","3321.71428812338","3321.71428812338"
"36","north","yes","NNY","1987","0",NA
"36","north","yes","NNY","1988","0",NA
"36","north","yes","NNY","1989","0",NA
"36","north","yes","NNY","1990","0",NA
"36","north","yes","NNY","1991","0",NA
"36","north","yes","NNY","1992","18942.2367369667","18942.2367369667"
"36","north","yes","NNY","1993","26510.0239226193","26510.0239226193"
"36","north","yes","NNY","1994","37550.2426858664","37550.2426858664"
"36","north","yes","NNY","1995","29932.6643550392","29932.6643550392"
"36","north","yes","NNY","1996","11377.1139635911","11377.1139635911"
"36","north","yes","NNY","1997","0",NA
"36","north","yes","NNY","1998","0",NA
"36","north","yes","NNY","1999","0",NA
"36","north","yes","NNY","2000","0",NA
"36","north","yes","NNY","2001","0",NA
"36","north","yes","NNY","2002","0",NA
"36","north","yes","NNY","2003","0",NA
"36","north","yes","NNY","2004","0",NA
"36","north","yes","NNY","2005","354.063694181432","354.063694181432"
"36","north","yes","NNY","2006","0",NA
"36","north","yes","NNY","2007","8372.45441947677","8372.45441947677"
"36","north","yes","NNY","2008","0",NA
"36","north","yes","NNY","2009","0",NA
"36","north","yes","NNY","2010","0",NA
"36","north","yes","NNY","2011","33198.0220443152","33198.0220443152"
"36","north","yes","NNY","2012","0",NA
"36","north","yes","NNY","2013","0",NA
"36","north","yes","NNY","2014","0",NA
"36","north","yes","NNY","2015","0",NA
"36","north","yes","NNY","2016","239886.891551474","239886.891551474"
"36","north","yes","NNY","2017",NA,NA
"36","north","yes","NNY","2018","18465.4333165665","18465.4333165665"
"36","north","yes","YNY","1976","132957.762081913","132957.762081913"
"36","north","yes","YNY","1977","30695.4642769919","30695.4642769919"
"36","north","yes","YNY","1978","43818.7141539283","43818.7141539283"
"36","north","yes","YNY","1979","10244.2923816115","10244.2923816115"
"36","north","yes","YNY","1980","0",NA
"36","north","yes","YNY","1981","46106.9515937044","46106.9515937044"
"36","north","yes","YNY","1982","31247.8640211384","31247.8640211384"
"36","north","yes","YNY","1983","0",NA
"36","north","yes","YNY","1984","0",NA
"36","north","yes","YNY","1985","0",NA
"36","north","yes","YNY","1986","3840.06092155523","3840.06092155523"
"36","north","yes","YNY","1987","0",NA
"36","north","yes","YNY","1988","0",NA
"36","north","yes","YNY","1989","0",NA
"36","north","yes","YNY","1990","0",NA
"36","north","yes","YNY","1991","0",NA
"36","north","yes","YNY","1992","21871.4497865191","21871.4497865191"
"36","north","yes","YNY","1993","30600.706342661","30600.706342661"
"36","north","yes","YNY","1994","43372.6729978341","43372.6729978341"
"36","north","yes","YNY","1995","34552.4047086522","34552.4047086522"
"36","north","yes","YNY","1996","13135.5709882242","13135.5709882242"
"36","north","yes","YNY","1997","0",NA
"36","north","yes","YNY","1998","0",NA
"36","north","yes","YNY","1999","0",NA
"36","north","yes","YNY","2000","0",NA
"36","north","yes","YNY","2001","0",NA
"36","north","yes","YNY","2002","0",NA
"36","north","yes","YNY","2003","0",NA
"36","north","yes","YNY","2004","0",NA
"36","north","yes","YNY","2005","412.131048307488","412.131048307488"
"36","north","yes","YNY","2006","0",NA
"36","north","yes","YNY","2007","9672.10859129474","9672.10859129474"
"36","north","yes","YNY","2008","0",NA
"36","north","yes","YNY","2009","0",NA
"36","north","yes","YNY","2010","0",NA
"36","north","yes","YNY","2011","38377.3643620811","38377.3643620811"
"36","north","yes","YNY","2012","0",NA
"36","north","yes","YNY","2013","0",NA
"36","north","yes","YNY","2014","0",NA
"36","north","yes","YNY","2015","0",NA
"36","north","yes","YNY","2016","276846.048377153","276846.048377153"
"36","north","yes","YNY","2017","2128.47081014943","2128.47081014943"
"36","north","yes","YNY","2018","22056.8965793043","22056.8965793043"
"36","north","yes","NNN","1976","168893.071144235","168893.071144235"
"36","north","yes","NNN","1977","67881.383809445","67881.383809445"
"36","north","yes","NNN","1978","132803.095754766","132803.095754766"
"36","north","yes","NNN","1979","26596.7092689361","26596.7092689361"
"36","north","yes","NNN","1980","35421.7362676034","35421.7362676034"
"36","north","yes","NNN","1981","84332.0875710405","84332.0875710405"
"36","north","yes","NNN","1982","115935.913046573","115935.913046573"
"36","north","yes","NNN","1983","37321.5462145631","37321.5462145631"
"36","north","yes","NNN","1984","31431.5758143304","31431.5758143304"
"36","north","yes","NNN","1985","35640.7989173502","35640.7989173502"
"36","north","yes","NNN","1986","69091.6571929662","69091.6571929662"
"36","north","yes","NNN","1987","0",NA
"36","north","yes","NNN","1988","0",NA
"36","north","yes","NNN","1989","94074.9897812777","94074.9897812777"
"36","north","yes","NNN","1990","26565.7415665495","26565.7415665495"
"36","north","yes","NNN","1991","55651.7852256716","55651.7852256716"
"36","north","yes","NNN","1992","49127.4414560094","49127.4414560094"
"36","north","yes","NNN","1993","26510.0239226193","26510.0239226193"
"36","north","yes","NNN","1994","64718.0520212046","64718.0520212046"
"36","north","yes","NNN","1995","89999.8735408208","89999.8735408208"
"36","north","yes","NNN","1996","36501.5739665215","36501.5739665215"
"36","north","yes","NNN","1997","0",NA
"36","north","yes","NNN","1998","9652.01718209649","9652.01718209649"
"36","north","yes","NNN","1999","5448.12235517009","5448.12235517009"
"36","north","yes","NNN","2000","0",NA
"36","north","yes","NNN","2001","17715.8210385259","17715.8210385259"
"36","north","yes","NNN","2002","405288.748989116","405288.748989116"
"36","north","yes","NNN","2003","24205.9888538022","24205.9888538022"
"36","north","yes","NNN","2004","22132.9159684173","22132.9159684173"
"36","north","yes","NNN","2005","2416.30586099342","2416.30586099342"
"36","north","yes","NNN","2006","56159.0097540006","56159.0097540006"
"36","north","yes","NNN","2007","133401.087860663","133401.087860663"
"36","north","yes","NNN","2008","30540.3160994448","30540.3160994448"
"36","north","yes","NNN","2009","927295.538101567","927295.538101567"
"36","north","yes","NNN","2010","446.269276055123","446.269276055123"
"36","north","yes","NNN","2011","69426.8143042102","69426.8143042102"
"36","north","yes","NNN","2012","305752.10049652","305752.10049652"
"36","north","yes","NNN","2013","97615.53305101","97615.53305101"
"36","north","yes","NNN","2014","0",NA
"36","north","yes","NNN","2015","54179.7437755154","54179.7437755154"
"36","north","yes","NNN","2016","316791.946712466","316791.946712466"
"36","north","yes","NNN","2017",NA,NA
"36","north","yes","NNN","2018","123409.765723259","123409.765723259"
"36","north","yes","YNN","1976","176670.376042806","176670.376042806"
"36","north","yes","YNN","1977","78443.9642634237","78443.9642634237"
"36","north","yes","YNN","1978","153365.499538749","153365.499538749"
"36","north","yes","YNN","1979","30732.8771448347","30732.8771448347"
"36","north","yes","YNN","1980","40941.3289843113","40941.3289843113"
"36","north","yes","YNN","1981","91598.2695973144","91598.2695973144"
"36","north","yes","YNN","1982","133919.417233451","133919.417233451"
"36","north","yes","YNN","1983","43522.8975836709","43522.8975836709"
"36","north","yes","YNN","1984","36303.2815127964","36303.2815127964"
"36","north","yes","YNN","1985","42388.8430933499","42388.8430933499"
"36","north","yes","YNN","1986","79873.2671683487","79873.2671683487"
"36","north","yes","YNN","1987","0",NA
"36","north","yes","YNN","1988","0",NA
"36","north","yes","YNN","1989","107680.487023899","107680.487023899"
"36","north","yes","YNN","1990","30678.892761871","30678.892761871"
"36","north","yes","YNN","1991","64267.7586696788","64267.7586696788"
"36","north","yes","YNN","1992","55942.6961198927","55942.6961198927"
"36","north","yes","YNN","1993","30600.706342661","30600.706342661"
"36","north","yes","YNN","1994","72709.3235233953","72709.3235233953"
"36","north","yes","YNN","1995","84952.4422985349","84952.4422985349"
"36","north","yes","YNN","1996","42143.2902538861","42143.2902538861"
"36","north","yes","YNN","1997","0",NA
"36","north","yes","YNN","1998","11139.7529690955","11139.7529690955"
"36","north","yes","YNN","1999","5754.60696955958","5754.60696955958"
"36","north","yes","YNN","2000","0",NA
"36","north","yes","YNN","2001","20664.521272766","20664.521272766"
"36","north","yes","YNN","2002","475667.196819622","475667.196819622"
"36","north","yes","YNN","2003","27132.4488265011","27132.4488265011"
"36","north","yes","YNN","2004","20541.0239874698","20541.0239874698"
"36","north","yes","YNN","2005","2811.59923110283","2811.59923110283"
"36","north","yes","YNN","2006","58392.4795184657","58392.4795184657"
"36","north","yes","YNN","2007","124596.311656584","124596.311656584"
"36","north","yes","YNN","2008","30457.5624605839","30457.5624605839"
"36","north","yes","YNN","2009","1163312.7408173","1163312.7408173"
"36","north","yes","YNN","2010","400.601887094452","400.601887094452"
"36","north","yes","YNN","2011","80258.3402557706","80258.3402557706"
"36","north","yes","YNN","2012","283697.415905392","283697.415905392"
"36","north","yes","YNN","2013","96610.5468509578","96610.5468509578"
"36","north","yes","YNN","2014","0",NA
"36","north","yes","YNN","2015","63719.9652391456","63719.9652391456"
"36","north","yes","YNN","2016","338015.270810005","338015.270810005"
"36","north","yes","YNN","2017","2128.47081014943","2128.47081014943"
"36","north","yes","YNN","2018","136126.627766932","136126.627766932"
"36","north","no","NYY","1976","345170.974066483","345170.974066483"
"36","north","no","NYY","1977","72442.583512056","72442.583512056"
"36","north","no","NYY","1978","110669.246462305","110669.246462305"
"36","north","no","NYY","1979","132983.54634468","132983.54634468"
"36","north","no","NYY","1980","0",NA
"36","north","no","NYY","1981","88682.6624426206","88682.6624426206"
"36","north","no","NYY","1982","154581.217395431","154581.217395431"
"36","north","no","NYY","1983","0",NA
"36","north","no","NYY","1984","0",NA
"36","north","no","NYY","1985","0",NA
"36","north","no","NYY","1986","96631.6883817709","96631.6883817709"
"36","north","no","NYY","1987","0",NA
"36","north","no","NYY","1988","0",NA
"36","north","no","NYY","1989","40751.9080333215","40751.9080333215"
"36","north","no","NYY","1990","0",NA
"36","north","no","NYY","1991","0",NA
"36","north","no","NYY","1992","159114.78859052","159114.78859052"
"36","north","no","NYY","1993","0",NA
"36","north","no","NYY","1994","113597.372831192","113597.372831192"
"36","north","no","NYY","1995","53213.6255200697","53213.6255200697"
"36","north","no","NYY","1996","88488.6641612642","88488.6641612642"
"36","north","no","NYY","1997","0",NA
"36","north","no","NYY","1998","0",NA
"36","north","no","NYY","1999","0",NA
"36","north","no","NYY","2000","0",NA
"36","north","no","NYY","2001","0",NA
"36","north","no","NYY","2002","0",NA
"36","north","no","NYY","2003","0",NA
"36","north","no","NYY","2004","0",NA
"36","north","no","NYY","2005","0",NA
"36","north","no","NYY","2006","0",NA
"36","north","no","NYY","2007","0",NA
"36","north","no","NYY","2008","0",NA
"36","north","no","NYY","2009","0",NA
"36","north","no","NYY","2010","0",NA
"36","north","no","NYY","2011","99793.6534398251","99793.6534398251"
"36","north","no","NYY","2012","0",NA
"36","north","no","NYY","2013","0",NA
"36","north","no","NYY","2014","0",NA
"36","north","no","NYY","2015","0",NA
"36","north","no","NYY","2016","878217.032341248","878217.032341248"
"36","north","no","NYY","2017",NA,NA
"36","north","no","NYY","2018","0",NA
"36","north","no","YYY","1976","398873.286245739","398873.286245739"
"36","north","no","YYY","1977","83714.9025736143","83714.9025736143"
"36","north","no","YYY","1978","127804.582948958","127804.582948958"
"36","north","no","YYY","1979","153664.385724173","153664.385724173"
