"","Time","Var","Value"
"1",1968,"Series",4.96081106889415
"2",1969,"Series",5.62504533265707
"3",1970,"Series",6.58645861202208
"4",1971,"Series",5.9749419541436
"5",1972,"Series",6.17895748514189
"6",1973,"Series",6.24982040842627
"7",1974,"Series",6.69691869303904
"8",1975,"Series",6.32098366567075
"9",1976,"Series",6.76694446887981
"10",1977,"Series",5.34358248282446
"11",1978,"Series",5.0784672855853
"12",1979,"Series",5.27613043151097
"13",1980,"Series",5.41416354829556
"14",1981,"Series",5.21850430338655
"15",1982,"Series",5.4280849617171
"16",1983,"Series",5.79658773606199
"17",1984,"Series",5.97694852687493
"18",1985,"Series",6.1638801432899
"19",1986,"Series",6.99272732839881
"20",1987,"Series",5.53267975627678
"21",1988,"Series",6.25371430194369
"22",1989,"Series",5.74742140161766
"23",1990,"Series",5.90564764626896
"24",1991,"Series",6.32615995024936
"25",1992,"Series",6.16377770233294
"26",1993,"Series",5.1728613407026
"27",1994,"Series",6.23878357910413
"28",1995,"Series",6.37333907821087
"29",1996,"Series",5.99308352084613
"30",1997,"Series",6.51722177579505
"31",1998,"Series",6.0562150685519
"32",1999,"Series",6.19818552201077
"33",2000,"Series",6.60583547880139
"34",2001,"Series",6.23115607201212
"35",2002,"Series",6.920005978243
"36",2003,"Series",5.39461099793957
"37",2004,"Series",4.89778652105812
"38",2005,"Series",5.48685097297078
"39",2006,"Series",6.80252537976174
"40",2007,"Series",5.67183478887131
"41",2008,"Series",6.17366307993497
"42",2009,"Series",5.702984392153
"43",2010,"Series",6.4795870792659
"44",2011,"Series",6.85016766609281
"45",2012,"Series",7.56648957913469
"46",2013,"Series",6.69043122310644
"47",2014,"Series",5.83972078427186
"48",2015,"Series",5.6548572585129
"49",2016,"Series",7.00911158085457
"50",2017,"Series",6.64702598166727
"51",2018,"Series",6.68840013601741
"52",2019,"Series",7.00432953262379
"53",1968,"Trend",5.69458168685681
"54",1969,"Trend",5.71014815625182
"55",1970,"Trend",5.72571462564684
"56",1971,"Trend",5.74128109504185
"57",1972,"Trend",5.75684756443687
"58",1973,"Trend",5.77241403383188
"59",1974,"Trend",5.7879805032269
"60",1975,"Trend",5.80354697262192
"61",1976,"Trend",5.81911344201693
"62",1977,"Trend",5.83467991141195
"63",1978,"Trend",5.85024638080696
"64",1979,"Trend",5.86581285020198
"65",1980,"Trend",5.88137931959699
"66",1981,"Trend",5.89694578899201
"67",1982,"Trend",5.91251225838702
"68",1983,"Trend",5.92807872778204
"69",1984,"Trend",5.94364519717705
"70",1985,"Trend",5.95921166657207
"71",1986,"Trend",5.97477813596708
"72",1987,"Trend",5.9903446053621
"73",1988,"Trend",6.00591107475711
"74",1989,"Trend",6.02147754415213
"75",1990,"Trend",6.03704401354715
"76",1991,"Trend",6.05261048294216
"77",1992,"Trend",6.06817695233718
"78",1993,"Trend",6.08374342173219
"79",1994,"Trend",6.09930989112721
"80",1995,"Trend",6.11487636052222
"81",1996,"Trend",6.13044282991724
"82",1997,"Trend",6.14600929931225
"83",1998,"Trend",6.16157576870727
